iter	Logloss
172	0.4782095703
173	0.478071875
174	0.4779494141
175	0.4778166504
176	0.4776762207
177	0.4775293945
178	0.4774195801
179	0.4772662598
180	0.477131543
181	0.4770074707
182	0.4768900391
183	0.4767561523
184	0.4766221191
185	0.476480957
186	0.4763711426
187	0.476237793
188	0.4760831055
189	0.4759515625
190	0.4758301758
191	0.4756909668
192	0.4755652344
193	0.4754635254
194	0.4753340332
195	0.4752158691
196	0.4751087402
197	0.4750186035
198	0.4749224609
199	0.4748187012
200	0.4747237793
201	0.4746222168
202	0.4744966309
203	0.4744116211
204	0.4743171875
205	0.4741863281
206	0.4740720703
207	0.4739785645
208	0.4738900879
209	0.4737974609
210	0.4737262207
211	0.4736532715
212	0.47358125
213	0.4734958008
214	0.4733967773
215	0.4732976074
216	0.4731901855
217	0.4730898926
218	0.4730051758
219	0.4729300781
220	0.4728571777
221	0.4727696777
222	0.4726807617
223	0.4725824219
224	0.4724894531
225	0.4724124512
226	0.4723374512
227	0.4722654297
228	0.4721805664
229	0.4720949219
230	0.4720341309
231	0.4719670898
232	0.471904541
233	0.4718289063
234	0.4717647949
235	0.4716786621
236	0.4715935059
237	0.4715192871
238	0.4714494141
239	0.4713804688
240	0.4713123535
241	0.471247168
242	0.4711712891
243	0.4710890625
244	0.471017334
245	0.4709431152
246	0.4708827148
247	0.4707941406
248	0.4707439453
249	0.4706834961
250	0.4706222168
251	0.4705599609
252	0.470482959
253	0.4704186035
254	0.4703487793
255	0.4702898926
256	0.4702237305
257	0.4701601563
258	0.4701109375
259	0.4700699707
260	0.4699959961
261	0.4699541016
262	0.4699099121
263	0.4698635742
264	0.4698197266
265	0.4697685059
266	0.4697201172
267	0.4696689453
268	0.4696211426
269	0.4695629395
270	0.4694983887
271	0.4694484863
272	0.4693949219
273	0.4693381348
274	0.4692839355
275	0.4692422363
276	0.4691891602
277	0.4691506348
278	0.4691026855
279	0.469049707
280	0.4690081055
281	0.4689728516
282	0.4689168457
283	0.4688759277
284	0.4687940918
285	0.4687538086
286	0.4687144531
287	0.4686648926
288	0.4686135742
289	0.4685565918
290	0.4684910156
291	0.4684410156
292	0.4684070801
293	0.4683630859
294	0.468317041
295	0.468278125
296	0.4682277344
297	0.4681958496
298	0.4681430176
299	0.4680981445
300	0.4680617676
301	0.4679962891
302	0.4679472656
303	0.4679043457
304	0.4678709961
305	0.4678177246
306	0.4677829102
307	0.4677286621
308	0.4677102051
309	0.4676473633
310	0.4676092285
311	0.4675538086
312	0.4675136719
313	0.4674801758
314	0.4674392578
315	0.4673882812
316	0.4673598633
317	0.467317041
318	0.4672692383
319	0.4672233398
320	0.4672035645
321	0.4671584473
322	0.4671066895
323	0.4670674316
324	0.4670236816
325	0.4669813477
326	0.4669319336
327	0.4668930176
328	0.4668436523
329	0.4667980957
330	0.466755957
331	0.4667090332
332	0.4666748047
333	0.4666464844
334	0.4666125977
335	0.4665856445
336	0.4665478027
337	0.4664976563
338	0.4664567871
339	0.4664276367
340	0.4663946777
341	0.4663492676
342	0.4663053711
343	0.466275
344	0.4662288574
345	0.4661910645
346	0.4661439941
347	0.4661195801
348	0.4660755859
349	0.4660433105
350	0.4660166016
351	0.4659637695
352	0.4659359375
353	0.4659088867
354	0.4658720703
355	0.4658290527
356	0.4657977051
357	0.465757373
358	0.465725
359	0.4656979004
360	0.4656806641
361	0.4656269043
362	0.465597168
363	0.4655760742
364	0.465526123
365	0.465492041
366	0.4654672363
367	0.465426123
368	0.4653966797
369	0.4653699219
370	0.4653375
371	0.4653013184
372	0.4652695801
373	0.4652283691
374	0.4651811523
375	0.4651208984
376	0.465083252
377	0.4650527832
378	0.4650049316
379	0.4649786621
380	0.4649375977
381	0.4649145996
382	0.4648811523
383	0.4648344727
384	0.4648133789
385	0.4647791992
386	0.4647538574
387	0.4647265625
388	0.4646992187
389	0.464668457
390	0.464648291
391	0.4646124512
392	0.4645762207
393	0.464547998
394	0.4645152344
395	0.4644822266
396	0.4644583008
397	0.4644355469
398	0.4644061035
399	0.4643724609
400	0.4643397949
401	0.4642996094
402	0.4642685059
403	0.4642505859
404	0.4642273926
405	0.4641890625
406	0.4641636719
407	0.4641467773
408	0.4641233887
409	0.4640881836
410	0.464073584
411	0.4640408691
412	0.4640191406
413	0.4639937988
414	0.4639748047
415	0.4639609863
416	0.463929834
417	0.4639101074
418	0.4638848633
419	0.4638617676
420	0.4638278809
421	0.4638052246
422	0.4637640137
423	0.463740625
424	0.4637068848
425	0.4636832031
426	0.4636520996
427	0.4636259766
428	0.4636044434
429	0.4635839844
430	0.4635640137
431	0.4635245117
432	0.4634887207
433	0.4634689941
434	0.463449707
435	0.4634300293
436	0.4633874023
437	0.4633594238
438	0.4633313965
439	0.4633114746
440	0.4632854492
441	0.4632564453
442	0.4632125977
443	0.4631849121
444	0.4631523437
445	0.4631320313
446	0.4631105957
447	0.4631001465
448	0.4630870117
449	0.4630450684
450	0.4630290527
451	0.4630054687
452	0.4629803223
453	0.4629592285
454	0.4629373535
455	0.4629168457
456	0.4628969727
457	0.4628694824
458	0.4628408203
459	0.4628108398
460	0.4627907227
461	0.4627756836
462	0.4627600098
463	0.4627208008
464	0.4626774902
465	0.4626306152
466	0.4626083008
467	0.4625800293
468	0.4625508301
469	0.462527832
470	0.462482373
471	0.462460498
472	0.462424707
473	0.4624091309
474	0.4623768066
475	0.4623585937
476	0.4623406738
477	0.4623093262
478	0.4622883789
479	0.4622568848
480	0.4622376953
481	0.4622133301
482	0.4621939453
483	0.462164502
484	0.4621396484
485	0.4621164063
486	0.4620770508
487	0.462055957
488	0.4620401367
489	0.4620163086
490	0.4619904785
491	0.4619685547
492	0.4619393066
493	0.461917334
494	0.4619019531
495	0.4618901855
496	0.4618555664
497	0.4618225586
498	0.4618012695
499	0.4617791504
500	0.4617567383
501	0.4617379395
502	0.4617177734
503	0.4616929687
504	0.4616657715
505	0.4616483398
506	0.4616235352
507	0.4616000488
508	0.461584082
509	0.4615657715
510	0.4615387207
511	0.4615212891
512	0.4614913574
513	0.461465625
514	0.461445166
515	0.4614099609
516	0.4613815918
517	0.461355957
518	0.461324707
519	0.4612957031
520	0.4612807617
521	0.4612695801
522	0.4612473633
523	0.4612228027
524	0.4611968262
525	0.4611748535
526	0.4611487793
527	0.4611359863
528	0.4611121094
529	0.4610933594
530	0.4610717285
531	0.4610474121
532	0.4610300781
533	0.4610159668
534	0.4609874512
535	0.460972998
536	0.4609503906
537	0.4609228027
538	0.4609050293
539	0.4608868652
540	0.460862207
541	0.4608291016
542	0.4608195801
543	0.4607966797
544	0.4607809082
545	0.4607602051
546	0.4607353516
547	0.4606998535
548	0.4606693848
549	0.4606580566
550	0.460627832
551	0.4606041992
552	0.4605893066
553	0.4605730469
554	0.4605390625
555	0.4605153809
556	0.460484668
557	0.4604661133
558	0.4604429688
559	0.4604179688
560	0.4603834961
561	0.4603694336
562	0.4603494141
563	0.4603230957
564	0.4603033691
565	0.4602642578
566	0.4602529785
567	0.4602355957
568	0.4602290527
569	0.4602016602
570	0.4601884277
571	0.4601693359
572	0.4601474121
573	0.4601121094
574	0.4600878418
575	0.4600681152
576	0.4600569824
577	0.4600399414
578	0.4600291016
579	0.4600038574
580	0.4599819824
581	0.4599472168
582	0.459922998
583	0.4599039551
584	0.459889502
585	0.4598639648
586	0.4598501465
587	0.4598289063
588	0.4598054199
589	0.4597802246
590	0.4597520996
591	0.4597253418
592	0.459714209
593	0.4596885254
594	0.4596797852
595	0.4596599121
596	0.4596325195
597	0.4596058105
598	0.4595829102
599	0.4595564453
600	0.4595458496
601	0.4595163574
602	0.4594982422
603	0.4594771484
604	0.4594503906
605	0.4594349121
606	0.4594128906
607	0.4593941895
608	0.459379541
609	0.4593476563
610	0.4593217285
611	0.4592959961
612	0.4592790039
613	0.4592608887
614	0.4592351562
615	0.4592182129
616	0.4592040527
617	0.4591863281
618	0.4591666992
619	0.4591392578
620	0.4591160645
621	0.4590967773
622	0.4590702148
623	0.4590542969
624	0.4590382813
625	0.4590248535
626	0.4589922852
627	0.4589719727
628	0.4589361816
629	0.4589244141
630	0.4588972656
631	0.4588865723
632	0.4588685059
633	0.4588569824
634	0.4588423828
635	0.4588063965
636	0.4587925293
637	0.4587798828
638	0.4587665527
639	0.4587510254
640	0.4587346191
641	0.458723584
642	0.4587078613
643	0.4586928223
644	0.4586831055
645	0.4586682129
646	0.4586593262
647	0.4586366699
648	0.4586164551
649	0.4585979004
650	0.4585871094
651	0.4585608887
652	0.4585403809
653	0.458526416
654	0.4585007812
655	0.4584777832
656	0.4584697754
657	0.4584447266
658	0.4584359375
659	0.4584135254
660	0.4583830078
661	0.4583398437
662	0.4583219238
663	0.4583056641
664	0.4582882324
665	0.4582689941
666	0.4582453613
667	0.4582300293
668	0.4582036621
669	0.4581861816
670	0.4581583984
671	0.4581407715
672	0.4581231445
673	0.458098291
674	0.4580856445
675	0.4580726074
676	0.4580543457
677	0.4580228027
678	0.4579949707
679	0.4579790039
680	0.4579609375
681	0.4579423828
682	0.4579268555
683	0.4579050781
684	0.4578871094
685	0.4578632324
686	0.4578467285
687	0.4578316895
688	0.4578233398
689	0.4577962891
690	0.4577808105
691	0.4577564453
692	0.45773125
693	0.4577131836
694	0.457694873
695	0.4576719238
696	0.4576400391
697	0.4576224609
698	0.4575989258
699	0.4575727051
700	0.4575500977
701	0.4575396484
702	0.4575259766
703	0.4574919922
704	0.4574628418
705	0.45745
706	0.4574335449
707	0.4574046875
708	0.4573842773
709	0.4573750977
710	0.4573619629
711	0.4573413574
712	0.4573242188
713	0.4572910156
714	0.4572618652
715	0.457243457
716	0.4572213867
717	0.4572019043
718	0.4571911621
719	0.4571859375
720	0.4571682129
721	0.4571437012
722	0.4571220703
723	0.4570985352
724	0.4570775879
725	0.457055127
726	0.4570421387
727	0.4570273437
728	0.4570109375
729	0.4569895508
730	0.4569637695
731	0.4569463379
732	0.4569345703
733	0.4569064941
734	0.456865625
735	0.4568540039
736	0.4568345703
737	0.4568165039
738	0.4567992676
739	0.4567740723
740	0.4567619141
741	0.4567470215
742	0.456726709
743	0.4566894043
744	0.4566609375
745	0.4566393066
746	0.4566213867
747	0.456613916
748	0.4565971191
749	0.4565836426
750	0.456569873
751	0.4565516113
752	0.4565381348
753	0.4565242676
754	0.4565065918
755	0.4564878418
756	0.4564762695
757	0.4564415527
758	0.4564313477
759	0.4564049805
760	0.4563755371
761	0.4563608398
762	0.4563503418
763	0.4563342285
764	0.456311084
765	0.4562950195
766	0.4562841797
767	0.4562733887
768	0.4562606934
769	0.4562375488
770	0.4562193848
771	0.4562021973
772	0.4561929687
773	0.4561809082
774	0.4561554688
775	0.4561395508
776	0.4561150391
777	0.4560986816
778	0.4560743652
779	0.4560519043
780	0.4560295898
781	0.4560254395
782	0.456013916
783	0.4559984375
784	0.455974707
785	0.4559524902
786	0.4559325195
787	0.4559149414
788	0.455890625
789	0.4558728516
790	0.4558494141
791	0.4558314941
792	0.4558239258
793	0.4558101562
794	0.4557928223
795	0.4557763672
796	0.4557441406
797	0.4557203125
798	0.4556922363
799	0.4556782227
800	0.455660791
801	0.4556386719
802	0.4556291992
803	0.4556129395
804	0.4556013672
805	0.455579834
806	0.4555610352
807	0.455542041
808	0.4555202148
809	0.4554890137
810	0.4554664063
811	0.4554376953
812	0.4554180176
813	0.4553986816
814	0.4553741211
