iter	Logloss
132	0.3327642578
133	0.3323203613
134	0.3319048584
135	0.3314728027
136	0.3310623291
137	0.3307500977
138	0.3303510254
139	0.3299550781
140	0.3296400391
141	0.3292859619
142	0.328907666
143	0.3285643311
144	0.3282242676
145	0.3279154541
146	0.3276099365
147	0.3272803467
148	0.3269337891
149	0.3266164551
150	0.3262804199
151	0.3259205566
152	0.3256332031
153	0.3253568848
154	0.3250647461
155	0.3247776611
156	0.3245261475
157	0.3242458496
158	0.3240036377
159	0.3237412842
160	0.3234291016
161	0.3231730225
162	0.3229183594
163	0.3226710449
164	0.3224698242
165	0.3222543213
166	0.322054126
167	0.3218111572
168	0.321566333
169	0.3213405518
170	0.3211321777
171	0.3208844971
172	0.3207199951
173	0.3204884033
174	0.3202763916
175	0.320057251
176	0.3198359131
177	0.3196274658
178	0.3194748047
179	0.3192902588
180	0.3190945068
181	0.3189237549
182	0.3187233154
183	0.3185282959
184	0.3183024414
185	0.3181162109
186	0.3179422607
187	0.3177519775
188	0.3176125977
189	0.317423584
190	0.3172512939
191	0.3170887695
192	0.3168957031
193	0.3167136475
194	0.3165203857
195	0.3163640625
196	0.3161808105
197	0.3160317383
198	0.3158843994
199	0.3157030762
200	0.3155438477
201	0.3154022217
202	0.3152478271
203	0.3151336426
204	0.3150024658
205	0.3148634521
206	0.3147195068
207	0.3145827148
208	0.3144400146
209	0.3142905273
210	0.3142115723
211	0.3141220703
212	0.3140074707
213	0.3138657715
214	0.313724292
215	0.313565625
216	0.3134398438
217	0.3133562012
218	0.3132501221
219	0.313113916
220	0.3130068848
221	0.3128735352
222	0.312752417
223	0.3126228271
224	0.3124758545
225	0.3123532959
226	0.3122407959
227	0.3121332031
228	0.3120228271
229	0.3119290771
230	0.3118286865
231	0.3117300537
232	0.311654248
233	0.3115485352
234	0.3114369873
235	0.3113292236
236	0.3112284668
237	0.3111303223
238	0.3110219238
239	0.3109209229
240	0.3108114258
241	0.3107295654
242	0.3106440674
243	0.3105771973
244	0.3104899658
245	0.3104010742
246	0.3102942871
247	0.3101956787
248	0.3101169189
249	0.3100020264
250	0.3099384277
251	0.3098632813
252	0.3098077148
253	0.3097121826
254	0.3096342529
255	0.3095527344
256	0.309479248
257	0.3093743408
258	0.3093095215
259	0.3092440674
260	0.3091792969
261	0.3091184082
262	0.3090540771
263	0.309
264	0.3089345947
265	0.3088588135
266	0.3087781006
267	0.3086861328
268	0.3086100342
269	0.3085352295
270	0.3084692627
271	0.3083870117
272	0.3083293945
273	0.3082635986
274	0.3081976563
275	0.308147583
276	0.3080766602
277	0.3080115967
278	0.3079556641
279	0.3078910645
280	0.3078422607
281	0.3077646484
282	0.3076969971
283	0.3076408691
284	0.3075569092
285	0.3075072754
286	0.307431665
287	0.3073467041
288	0.3072780273
289	0.3072142822
290	0.307170874
291	0.3071093506
292	0.3070590576
293	0.3069851074
294	0.3069479736
295	0.3069022217
296	0.3068374512
297	0.3067999756
298	0.3067489746
299	0.3066835205
300	0.3066075684
301	0.3065409424
302	0.306495874
303	0.3064488281
304	0.3063667969
305	0.3063146973
306	0.3062401611
307	0.3062045166
308	0.3061484863
309	0.3060988037
310	0.3060738525
311	0.306012793
312	0.3059751953
313	0.3059211426
314	0.3058693359
315	0.3058299561
316	0.3057721191
317	0.3057123047
318	0.3056662842
319	0.3056210205
320	0.3055628906
321	0.3054979248
322	0.3054464111
323	0.3054130859
324	0.3053840332
325	0.3053187744
326	0.3052843018
327	0.3052497559
328	0.3052177979
329	0.3051625488
330	0.3051368896
331	0.3050843506
332	0.3050573486
333	0.3050173828
334	0.3049803955
335	0.3049368896
336	0.3048713135
337	0.3048108398
338	0.3047514648
339	0.3047160889
340	0.304673999
341	0.3046234375
342	0.304555249
343	0.304506958
344	0.3044656006
345	0.3044309326
346	0.3043889893
347	0.3043505127
348	0.3042962402
349	0.3042471924
350	0.3041912598
351	0.3041529297
352	0.3041227539
353	0.3040809814
354	0.3040370605
355	0.3040019043
356	0.3039774414
357	0.3039476562
358	0.3039262207
359	0.3038906494
360	0.3038410889
361	0.3038126953
362	0.3037889893
363	0.3037512451
364	0.3037201416
365	0.3036711426
366	0.3036162598
367	0.303586792
368	0.3035434082
369	0.3034904297
370	0.3034699463
371	0.3034370361
372	0.3033994141
373	0.303368457
374	0.3033526611
375	0.3032864746
376	0.3032394287
377	0.3032216309
378	0.3031868408
379	0.303151709
380	0.3031210938
381	0.3030930908
382	0.3030444092
383	0.3030188232
384	0.3030022217
385	0.3029546875
386	0.3029255859
387	0.3028750977
388	0.3028502441
389	0.3028105225
390	0.3027855469
391	0.3027462402
392	0.3027240967
393	0.3026873535
394	0.3026602783
395	0.30262146
396	0.3025947021
397	0.3025617676
398	0.3025343506
399	0.3025014648
400	0.3024664795
401	0.3024385498
402	0.3024080811
403	0.3023775391
404	0.3023359863
405	0.3023127686
406	0.3022829102
407	0.3022494385
408	0.3022175537
409	0.302170874
410	0.3021542725
411	0.3021363281
412	0.302090625
413	0.3020729248
414	0.3020439941
415	0.3020190674
416	0.3019936523
417	0.3019671631
418	0.3019481445
419	0.3019235352
420	0.3019009521
421	0.3018787842
422	0.3018406982
423	0.3018251953
424	0.3017914307
425	0.3017562988
426	0.3017136963
427	0.3016628662
428	0.3016418945
429	0.3016111572
430	0.3015473145
431	0.3015255859
432	0.3015006348
433	0.3014762207
434	0.3014440674
435	0.3014065918
436	0.3013836426
437	0.3013477295
438	0.3013104736
439	0.3012934082
440	0.3012651855
441	0.3012314941
442	0.3012029297
443	0.3011821777
444	0.301155957
445	0.3011115479
446	0.301065332
447	0.3010523682
448	0.3010362305
449	0.3010008057
450	0.3009786133
451	0.3009362793
452	0.3009052246
453	0.300884082
454	0.3008525879
455	0.3008249268
456	0.3008074951
457	0.3007658936
458	0.3007356201
459	0.3006986816
460	0.3006644287
461	0.3006462158
462	0.300638208
463	0.3005892822
464	0.3005546875
465	0.3005210205
466	0.300497583
467	0.3004881348
468	0.3004662598
469	0.300448291
470	0.3004091064
471	0.3003815918
472	0.3003573975
473	0.3003301758
474	0.3003004395
475	0.3002787109
476	0.3002662354
477	0.3002310547
478	0.3002014648
479	0.300172583
480	0.3001482178
481	0.300126709
482	0.3001016602
483	0.3000896973
484	0.3000624268
485	0.3000458252
486	0.3000314209
487	0.3000090088
488	0.2999936768
489	0.2999772461
490	0.2999602295
491	0.2999262939
492	0.2999102783
493	0.2998729492
494	0.2998588867
495	0.2998260254
496	0.2997910889
497	0.2997718018
498	0.2997500488
499	0.2997245605
500	0.2997036133
501	0.2996855225
502	0.299662793
503	0.2996348389
504	0.2996154053
505	0.2995981445
506	0.2995883301
507	0.2995533936
508	0.2995275391
509	0.299505127
510	0.2994894531
511	0.2994545898
512	0.2994290039
513	0.2993998779
514	0.2993859863
515	0.2993599609
516	0.2993297607
517	0.2993035889
518	0.2992808838
519	0.2992591553
520	0.2992244873
521	0.2991907959
522	0.299161377
523	0.2991386963
524	0.299085498
525	0.2990464111
526	0.2990270752
527	0.2990061035
528	0.2989785889
529	0.2989652588
530	0.2989390137
531	0.2989223389
532	0.298906665
533	0.2988760986
534	0.2988513184
535	0.2988291016
536	0.2988021973
537	0.2987665527
538	0.2987531738
539	0.2987315186
540	0.298712915
541	0.2986851807
542	0.2986595215
543	0.2986376465
544	0.2986217529
545	0.2985907959
546	0.2985633301
547	0.2985520264
548	0.2985306152
549	0.2984927734
550	0.2984789063
551	0.2984465088
552	0.2984179687
553	0.2984007813
554	0.2983818115
555	0.29835896
556	0.2983245117
557	0.2982906982
558	0.2982618896
559	0.2982394043
560	0.2982202637
561	0.2981967285
562	0.2981804932
563	0.2981604004
564	0.2981383301
565	0.2981183105
566	0.2981009766
567	0.2980775391
568	0.2980526367
569	0.2980351562
570	0.2980244385
571	0.2980064941
572	0.2979882324
573	0.2979699707
574	0.2979525879
575	0.2979397461
576	0.2979101074
577	0.2978802002
578	0.2978547607
579	0.2978444336
580	0.2978171387
581	0.2977942139
582	0.2977557129
583	0.2977449951
584	0.2977315186
585	0.2977096924
586	0.2976931152
587	0.2976796875
588	0.2976613281
589	0.2976295898
590	0.2976094482
591	0.2975891113
592	0.2975679932
593	0.2975416504
594	0.2975202148
595	0.2974943115
596	0.29747771
597	0.2974609863
598	0.2974414062
599	0.2974183105
600	0.2973949219
601	0.2973583984
602	0.2973478271
603	0.2973361084
604	0.2973074707
605	0.297286499
606	0.297260376
607	0.2972432861
608	0.2972319824
609	0.2972177002
610	0.2972092285
611	0.2971917725
612	0.2971780273
613	0.2971592285
614	0.2971229736
615	0.2970953125
616	0.2970820312
617	0.2970600342
618	0.2970477051
619	0.2970018066
620	0.29697146
621	0.296947168
622	0.2969271484
623	0.296915918
624	0.2968985352
625	0.2968800781
626	0.2968526855
627	0.296837793
628	0.29682229
629	0.2967939697
630	0.296776709
631	0.2967512207
632	0.2967225098
633	0.296711792
634	0.2966953369
635	0.2966828613
636	0.2966739502
637	0.2966632324
638	0.2966459717
639	0.2966349609
640	0.2966201904
641	0.2966066895
642	0.2965886719
643	0.2965752686
644	0.2965548828
645	0.2965375977
646	0.2965100342
647	0.2964882812
648	0.2964694824
649	0.2964511719
650	0.2964371094
651	0.2964190186
652	0.2964095703
653	0.2963981201
654	0.2963707764
655	0.296355957
656	0.2963258057
657	0.2963009277
658	0.296280957
659	0.2962632813
660	0.2962467529
661	0.2962373047
662	0.2962266113
663	0.2961944336
664	0.2961751465
665	0.2961547852
666	0.2961391846
667	0.2961122314
668	0.2960991699
669	0.2960857178
670	0.2960586182
671	0.2960277344
672	0.2960143555
673	0.2960056641
674	0.295995459
675	0.2959692871
676	0.295952124
677	0.2959394287
678	0.2959284424
679	0.2959056396
680	0.2958784424
681	0.2958585693
682	0.2958523682
683	0.295837793
684	0.2958243896
685	0.2958056885
686	0.2957824219
687	0.2957707031
688	0.2957548584
689	0.2957496826
690	0.2957341797
691	0.2957103516
692	0.2956963867
693	0.2956798584
694	0.2956659668
695	0.2956548828
696	0.2956389648
697	0.2956118164
698	0.2955940674
699	0.2955782715
700	0.2955499512
701	0.2955312744
702	0.2955081055
703	0.2954748535
704	0.2954530762
705	0.2954359131
706	0.2954226563
707	0.2953979004
708	0.295378418
709	0.2953486084
710	0.2953421631
711	0.2953268066
712	0.2953140869
713	0.2953007568
714	0.2952800293
715	0.2952619629
716	0.295242334
717	0.2952202881
718	0.2952090576
719	0.2951977051
720	0.2951811768
721	0.295152832
722	0.2951402832
723	0.2951269287
724	0.2951133301
725	0.2950937256
726	0.2950759033
727	0.2950598877
728	0.295048291
729	0.2950342041
730	0.2950233398
731	0.2950044434
732	0.2949875
733	0.2949624512
734	0.2949540039
735	0.2949368896
736	0.2949221436
737	0.2948946045
738	0.2948819336
739	0.2948546875
740	0.294841626
741	0.2948179443
742	0.2948005615
743	0.2947888672
744	0.2947724121
745	0.2947636719
746	0.294748584
747	0.2947374023
748	0.2947203125
749	0.2946966064
750	0.2946584717
751	0.2946456299
752	0.2946168457
753	0.2945978516
754	0.2945828613
755	0.2945737305
756	0.2945612793
757	0.2945473145
758	0.2945391846
759	0.2945194092
760	0.2945015869
761	0.2944810791
762	0.2944603271
763	0.2944441162
764	0.2944132324
765	0.2944018555
766	0.2943901855
767	0.294372998
768	0.2943581787
769	0.2943531982
770	0.2943348389
771	0.2943165039
772	0.2943075684
773	0.2942981934
774	0.2942832764
775	0.2942748291
776	0.2942670654
777	0.2942526611
778	0.2942346191
779	0.2942202637
780	0.2942022217
781	0.2941932617
782	0.2941775391
783	0.2941626953
784	0.2941577393
785	0.2941473877
786	0.2941345947
787	0.2941263916
788	0.2941047363
789	0.2940924072
790	0.294083667
791	0.2940685059
792	0.2940601318
793	0.2940511719
794	0.2940313477
795	0.2940191162
796	0.294006543
797	0.2939962891
798	0.2939767578
799	0.293953833
800	0.293931665
801	0.2939197266
802	0.2938987305
803	0.2938700928
804	0.293855127
805	0.2938455078
806	0.2938312012
807	0.2938124023
808	0.2937976074
809	0.2937786865
810	0.2937669434
811	0.2937523193
812	0.2937363525
813	0.2937153076
814	0.2936935303
815	0.2936721436
816	0.2936528564
817	0.2936414307
818	0.2936240723
819	0.29360271
820	0.2935907471
821	0.2935759277
822	0.2935657471
823	0.2935504395
824	0.2935299561
825	0.2935131348
826	0.293500708
827	0.2934819824
828	0.2934758789
829	0.2934609375
830	0.293448291
831	0.2934311035
832	0.2934184082
833	0.2934010986
834	0.2933831787
835	0.2933763672
836	0.2933554688
837	0.2933444092
838	0.2933211182
839	0.2933079834
840	0.2932800781
841	0.2932606201
842	0.2932447021
843	0.2932253662
844	0.2932084717
845	0.2931916748
846	0.29317146
847	0.29315354
848	0.2931434326
849	0.2931319092
850	0.2931197021
851	0.2931056396
852	0.2930819336
853	0.2930689941
854	0.2930572754
855	0.2930382812
856	0.2930288818
857	0.2930097168
858	0.2929907471
859	0.2929841064
860	0.2929603027
861	0.2929468262
862	0.2929311768
863	0.2929203613
864	0.2929063965
865	0.292887085
866	0.2928751709
867	0.2928634766
868	0.2928446533
869	0.2928304932
870	0.2928134521
871	0.2927796875
872	0.2927681885
873	0.2927515381
874	0.2927433594
875	0.2927206055
876	0.292710376
877	0.2926984131
878	0.2926856689
879	0.2926738037
880	0.2926571777
881	0.2926419189
882	0.2926285889
883	0.2926219971
884	0.2926046387
885	0.2925951172
886	0.292583667
887	0.2925717773
888	0.2925626465
889	0.2925542236
890	0.2925422119
891	0.2925320801
892	0.2925001709
893	0.2924893311
894	0.292477002
895	0.2924635498
896	0.292448291
897	0.2924388184
898	0.2924225342
899	0.2924053223
900	0.2923923584
901	0.2923671631
902	0.2923428467
903	0.2923263184
904	0.2923122559
905	0.2922983154
906	0.2922823242
907	0.2922636475
908	0.2922497314
909	0.2922300049
910	0.2922154053
911	0.2922039307
912	0.2921885254
913	0.2921746826
914	0.2921635986
915	0.2921529785
916	0.2921396729
917	0.2921333008
918	0.2921193848
919	0.2921033447
920	0.2920945313
921	0.2920809814
922	0.2920646973
923	0.2920540039
924	0.2920415771
925	0.2920334229
926	0.2920243896
927	0.2919998779
928	0.2919904297
929	0.2919532227
930	0.2919355225
931	0.2919195312
932	0.2919038818
933	0.2918825928
934	0.2918701172
935	0.2918586426
936	0.291839917
937	0.2918264648
938	0.2918111816
939	0.2918010254
940	0.2917806641
941	0.2917715088
942	0.2917647705
943	0.2917523682
944	0.2917380371
945	0.291729126
946	0.2917167725
947	0.2917006348
948	0.291680542
949	0.2916656982
950	0.2916567627
951	0.2916411377
952	0.2916305176
953	0.2916194824
954	0.2915960205
955	0.2915643799
956	0.2915531738
957	0.2915412842
958	0.291526001
959	0.2915172363
960	0.2915055176
961	0.2914950195
962	0.2914773682
963	0.2914612793
964	0.2914481201
965	0.2914360596
966	0.2914236816
967	0.2914125488
968	0.2914035645
969	0.291392749
970	0.291378833
971	0.2913699707
972	0.2913588623
973	0.2913429932
974	0.2913337891
975	0.2913208252
976	0.2913117188
977	0.2913057861
978	0.2912939209
979	0.2912723877
980	0.2912597168
981	0.2912481201
982	0.2912371582
983	0.2912128906
984	0.2912009766
985	0.29119375
986	0.2911881104
987	0.2911748291
988	0.2911667969
989	0.2911474609
990	0.2911400635
991	0.2911118408
992	0.2911055176
993	0.2910937988
994	0.291079834
995	0.291069458
996	0.2910528564
997	0.2910381104
998	0.2910296387
999	0.2910228271
